"ID_VIV","ID_PER","UPM","VIV_SEL","R_INF","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","N_REN","NOM","C_RES","PAREN","SEX","EDAD","NAC_D","NAC_M","COD","COD_SEL","I_NIV","I_ANIO","A_ESC","C_ACT","V_ACT","POS","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"0915757.092
","0915757.092.02
","0915757
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","02
","-
","1
","2
","2
","38
","
","
","2
","A
","03
","3
","2
","5
","4
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.092
","0915757.092.05
","0915757
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","05
","-
","1
","3
","2
","04
","
","
","
","A
","01
","1
","1
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.092
","0915757.092.04
","0915757
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","04
","-
","1
","3
","1
","14
","
","
","
","A
","03
","2
","1
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.130
","0915757.130.03
","0915757
","04
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","03
","-
","1
","3
","1
","09
","
","
","
","A
","02
","1
","1
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.130
","0915757.130.02
","0915757
","04
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","02
","-
","1
","2
","2
","25
","
","
","2
","A
","03
","3
","2
","5
","1
","3
","409
","0
","U
","2
","15050
","0330
"
"0915757.130
","0915757.130.01
","0915757
","04
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","01
","-
","1
","1
","1
","35
","
","
","1
","A
","03
","3
","2
","1
","
","2
","409
","818
","U
","2
","15050
","0330
"
"0915757.130
","0915757.130.04
","0915757
","04
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","04
","-
","1
","3
","2
","06
","
","
","
","A
","01
","3
","1
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.130
","0915757.130.05
","0915757
","04
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","05
","-
","1
","3
","1
","02
","
","
","
","A
","
","
","
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.176
","0915757.176.04
","0915757
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","04
","-
","1
","3
","1
","17
","
","
","
","A
","03
","3
","2
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.176
","0915757.176.05
","0915757
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","05
","-
","1
","3
","2
","14
","
","
","
","A
","03
","2
","1
","
","
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.176
","0915757.176.03
","0915757
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","03
","-
","1
","3
","2
","21
","
","
","2
","A
","06
","3
","2
","8
","4
","
","409
","0
","U
","2
","15050
","0330
"
"0915757.176
","0915757.176.01
","0915757
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","01
","-
","1
","1
","1
","41
","
","
","2
","A
","03
","3
","2
","1
","
","1
","409
","0
","U
","2
","15050
","0330
"
"0915757.176
","0915757.176.02
","0915757
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","02
","-
","1
","2
","2
","37
","
","
","1
","A
","03
","3
","2
","1
","
","2
","409
","1227
","U
","2
","15050
","0330
"
"0915815.007
","0915815.007.01
","0915815
","01
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","68
","
","
","1
","A
","03
","1
","2
","5
","1
","3
","376
","752
","U
","2
","15060
","0330
"
"0915815.007
","0915815.007.02
","0915815
","01
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","68
","
","
","2
","A
","04
","3
","2
","6
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.034
","0915815.034.02
","0915815
","01
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","02
","-
","1
","2
","2
","34
","
","
","1
","A
","06
","3
","2
","1
","
","2
","376
","752
","U
","2
","15060
","0330
"
"0915815.034
","0915815.034.01
","0915815
","01
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","01
","-
","1
","1
","1
","29
","
","
","2
","A
","06
","3
","2
","1
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.01
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","57
","
","
","2
","A
","03
","3
","2
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.02
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","53
","
","
","2
","A
","05
","4
","2
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.05
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","05
","-
","1
","3
","1
","27
","
","
","2
","A
","08
","5
","1
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.06
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","06
","-
","1
","3
","2
","29
","
","
","1
","A
","08
","4
","2
","1
","
","2
","376
","2256
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.04
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","04
","-
","1
","3
","1
","34
","
","
","2
","A
","08
","2
","1
","4
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.051
","0915815.051.03
","0915815
","02
","06
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","03
","-
","1
","5
","2
","84
","
","
","2
","A
","02
","6
","2
","5
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.078
","0915815.078.02
","0915815
","02
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","02
","-
","1
","2
","2
","39
","
","
","2
","A
","03
","3
","2
","1
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.078
","0915815.078.05
","0915815
","02
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","05
","-
","1
","3
","2
","15
","
","
","
","A
","03
","3
","1
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.078
","0915815.078.01
","0915815
","02
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","01
","-
","1
","1
","1
","42
","
","
","2
","A
","06
","3
","2
","2
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.078
","0915815.078.04
","0915815
","02
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","04
","-
","1
","3
","1
","22
","
","
","2
","A
","08
","3
","1
","1
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.078
","0915815.078.03
","0915815
","02
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","03
","-
","1
","5
","2
","59
","
","
","1
","A
","03
","3
","2
","8
","1
","3
","376
","1504
","U
","2
","15060
","0330
"
"0915815.096
","0915815.096.03
","0915815
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","03
","-
","1
","3
","2
","31
","
","
","2
","A
","08
","5
","2
","1
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.096
","0915815.096.04
","0915815
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","04
","-
","1
","3
","2
","29
","
","
","1
","A
","06
","3
","2
","1
","
","2
","376
","1504
","U
","2
","15060
","0330
"
"0915815.096
","0915815.096.02
","0915815
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","55
","
","
","2
","A
","02
","6
","2
","5
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.096
","0915815.096.01
","0915815
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","57
","
","
","2
","A
","02
","6
","2
","1
","
","2
","376
","0
","U
","2
","15060
","0330
"
"0915815.096
","0915815.096.05
","0915815
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","05
","-
","1
","5
","1
","00
","
","
","
","A
","
","
","
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.125
","0915815.125.05
","0915815
","03
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","05
","-
","1
","3
","1
","07
","
","
","
","A
","02
","1
","1
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.125
","0915815.125.02
","0915815
","03
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","02
","-
","1
","2
","2
","38
","
","
","1
","A
","03
","3
","2
","1
","
","2
","376
","752
","U
","2
","15060
","0330
"
"0915815.125
","0915815.125.01
","0915815
","03
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","01
","-
","1
","1
","1
","43
","
","
","2
","A
","03
","3
","2
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.125
","0915815.125.04
","0915815
","03
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","04
","-
","1
","3
","1
","11
","
","
","
","A
","02
","5
","1
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.125
","0915815.125.03
","0915815
","03
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","03
","-
","1
","3
","2
","16
","
","
","
","A
","03
","3
","2
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.144
","0915815.144.04
","0915815
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","5
","04
","-
","1
","3
","2
","38
","
","
","2
","A
","02
","6
","2
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.144
","0915815.144.05
","0915815
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","5
","05
","-
","1
","3
","2
","36
","
","
","2
","A
","02
","3
","2
","5
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.144
","0915815.144.03
","0915815
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","5
","03
","-
","1
","1
","2
","66
","
","
","1
","A
","00
","
","2
","5
","4
","
","376
","1128
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.02
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","59
","
","
","2
","A
","03
","3
","2
","5
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.05
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","05
","-
","1
","5
","2
","09
","
","
","
","A
","02
","3
","1
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.01
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","59
","
","
","2
","A
","07
","3
","2
","1
","
","3
","376
","0
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.06
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","06
","-
","1
","5
","1
","09
","
","
","
","A
","02
","3
","1
","
","
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.03
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","03
","-
","1
","3
","2
","29
","
","
","2
","A
","08
","5
","2
","5
","4
","
","376
","0
","U
","2
","15060
","0330
"
"0915815.190
","0915815.190.04
","0915815
","05
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","04
","-
","1
","5
","1
","27
","
","
","1
","A
","08
","4
","2
","1
","
","2
","376
","1504
","U
","2
","15060
","0330
"
"0915815.217
","0915815.217.02
","0915815
","05
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","2
","02
","-
","1
","1
","1
","61
","
","
","1
","A
","06
","2
","2
","8
","4
","
","376
","376
","U
","2
","15060
","0330
"
"0915816.012
","0915816.012.09
","0915816
","02
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","09
","-
","1
","5
","2
","03
","
","
","
","A
","00
","
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.012
","0915816.012.08
","0915816
","02
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","08
","-
","1
","3
","1
","15
","
","
","
","A
","03
","2
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.012
","0915816.012.07
","0915816
","02
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","07
","-
","1
","2
","2
","43
","
","
","1
","A
","03
","3
","2
","5
","4
","
","383
","766
","U
","2
","15070
","0330
"
"0915816.012
","0915816.012.06
","0915816
","02
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","06
","-
","1
","1
","1
","51
","
","
","2
","A
","08
","3
","2
","1
","
","2
","383
","0
","U
","2
","15070
","0330
"
"0915816.038
","0915816.038.07
","0915816
","03
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","07
","-
","1
","2
","2
","18
","
","
","1
","A
","06
","3
","2
","5
","4
","
","383
","766
","U
","2
","15070
","0330
"
"0915816.038
","0915816.038.06
","0915816
","03
","07
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","06
","-
","1
","1
","1
","18
","
","
","2
","A
","06
","3
","2
","3
","4
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.061
","0915816.061.03
","0915816
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","4
","03
","-
","3
","1
","1
","43
","
","
","1
","A
","06
","2
","2
","1
","
","3
","383
","383
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.06
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","06
","-
","1
","5
","2
","05
","
","
","
","A
","01
","2
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.02
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","02
","-
","1
","2
","2
","63
","
","
","2
","A
","02
","6
","2
","5
","4
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.05
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","05
","-
","1
","3
","2
","31
","
","
","2
","A
","06
","3
","2
","5
","4
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.03
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","03
","-
","1
","6
","1
","29
","
","
","1
","A
","06
","3
","2
","1
","
","2
","383
","1915
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.04
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","04
","-
","1
","3
","1
","37
","
","
","2
","A
","03
","3
","2
","1
","
","2
","383
","0
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.01
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","01
","-
","1
","1
","1
","64
","
","
","2
","A
","03
","3
","2
","1
","
","2
","383
","0
","U
","2
","15070
","0330
"
"0915816.101
","0915816.101.07
","0915816
","01
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","07
","-
","1
","5
","1
","11
","
","
","
","A
","02
","5
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.120
","0915816.120.02
","0915816
","05
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","02
","-
","1
","3
","2
","15
","
","
","
","A
","06
","1
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915816.120
","0915816.120.01
","0915816
","05
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","01
","-
","1
","1
","2
","38
","
","
","1
","A
","03
","3
","2
","1
","
","2
","383
","383
","U
","2
","15070
","0330
"
"0915816.120
","0915816.120.03
","0915816
","05
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","4
","03
","-
","1
","3
","2
","06
","
","
","
","A
","01
","3
","1
","
","
","
","383
","0
","U
","2
","15070
","0330
"
"0915833.012
","0915833.012.01
","0915833
","05
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","01
","-
","1
","1
","1
","34
","
","
","1
","A
","08
","5
","2
","2
","
","2
","333
","666
","U
","2
","15080
","0330
"
"0915833.012
","0915833.012.02
","0915833
","05
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","02
","-
","1
","2
","2
","32
","
","
","2
","A
","08
","5
","2
","5
","1
","3
","333
","0
","U
","2
","15080
","0330
"
"0915833.028
","0915833.028.01
","0915833
","02
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","01
","-
","1
","1
","1
","57
","
","
","1
","A
","02
","6
","2
","1
","
","2
","333
","999
","U
","2
","15080
","0330
"
"0915833.028
","0915833.028.03
","0915833
","02
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","03
","-
","1
","3
","1
","24
","
","
","2
","A
","02
","6
","2
","1
","
","2
","333
","0
","U
","2
","15080
","0330
"
"0915833.028
","0915833.028.02
","0915833
","02
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","02
","-
","1
","2
","2
","52
","
","
","2
","A
","02
","6
","2
","5
","4
","
","333
","0
","U
","2
","15080
","0330
"
"0915833.044
","0915833.044.03
","0915833
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","3
","03
","-
","3
","1
","2
","67
","
","
","1
","A
","02
","6
","2
","5
","4
","
","333
","666
","U
","2
","15080
","0330
"
"0915833.044
","0915833.044.05
","0915833
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","3
","05
","-
","3
","5
","2
","06
","
","
","
","B
","01
","3
","1
","
","
","
","333
","0
","U
","2
","15080
","0330
"
"0915833.044
","0915833.044.04
","0915833
","03
","04
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","1
","1
","-
","3
","04
","-
","3
","3
","1
","46
","
","
","2
","B
","06
","3
","2
","1
","
","2
","333
","0
","U
","2
","15080
","0330
"
"0915833.059
","0915833.059.02
","0915833
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","02
","-
","1
","2
","2
","58
","
","
","2
","A
","06
","3
","2
","1
","
","2
","333
","0
","U
","2
","15080
","0330
"
"0915833.059
","0915833.059.03
","0915833
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","03
","-
","1
","3
","1
","36
","
","
","1
","A
","06
","3
","2
","1
","
","2
","333
","999
","U
","2
","15080
","0330
"
"0915833.059
","0915833.059.01
","0915833
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","01
","-
","1
","1
","1
","59
","
","
","2
","A
","03
","3
","2
","1
","
","2
","333
","0
","U
","2
","15080
","0330
"
"0915833.081
","0915833.081.02
","0915833
","01
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","02
","-
","1
","3
","2
","38
","
","
","1
","A
","06
","3
","2
","1
","
","2
","333
","999
","U
","2
","15080
","0330
"
"0915833.081
","0915833.081.03
","0915833
","01
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","03
","-
","1
","3
","2
","23
","
","
","2
","A
","06
","3
","2
","1
","
","2
","333
","0
","U
","2
","15080
","0330
"
"0915833.081
","0915833.081.01
","0915833
","01
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","3
","01
","-
","1
","1
","1
","76
","
","
","2
","A
","02
","6
","2
","6
","4
","
","333
","0
","U
","2
","15080
","0330
"
"0915844.011
","0915844.011.01
","0915844
","01
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","52
","
","
","1
","A
","09
","5
","2
","1
","
","2
","431
","862
","U
","4
","15090
","0350
"
"0915844.011
","0915844.011.02
","0915844
","01
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","51
","
","
","2
","A
","08
","5
","2
","1
","
","2
","431
","0
","U
","4
","15090
","0350
"
"0915844.040
","0915844.040.02
","0915844
","02
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","3
","1
","34
","
","
","1
","A
","06
","3
","2
","1
","
","2
","431
","862
","U
","4
","15090
","0350
"
"0915844.040
","0915844.040.01
","0915844
","02
","02
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","78
","
","
","2
","A
","03
","2
","2
","6
","4
","
","431
","0
","U
","4
","15090
","0350
"
"0915844.070
","0915844.070.02
","0915844
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","02
","-
","1
","2
","2
","67
","
","
","2
","A
","04
","3
","2
","5
","4
","
","431
","0
","U
","4
","15090
","0350
"
"0915844.070
","0915844.070.01
","0915844
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","01
","-
","1
","1
","1
","70
","
","
","1
","A
","08
","5
","2
","6
","4
","
","431
","1294
","U
","4
","15090
","0350
"
"0915844.070
","0915844.070.03
","0915844
","03
","01
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","03
","-
","1
","3
","1
","41
","
","
","2
","A
","08
","5
","2
","1
","
","3
","431
","0
","U
","4
","15090
","0350
"
"0915844.098
","0915844.098.06
","0915844
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","06
","-
","1
","5
","1
","28
","
","
","2
","A
","08
","5
","2
","8
","4
","
","431
","0
","U
","4
","15090
","0350
"
"0915844.098
","0915844.098.08
","0915844
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","08
","-
","1
","5
","2
","09
","
","
","
","A
","02
","3
","1
","
","
","
","431
","0
","U
","4
","15090
","0350
"
"0915844.098
","0915844.098.07
","0915844
","04
","03
","09
","Ciudad de Mexico
","013
","Xochimilco
","0001
","82
","Xochimilco
","0420
","01
","0
","0
","-
","5
","07
","-
","1
","5
","1
","10
","
","
","
","A
","02
","4
","1
","
","
","
","431
","0
","U
","4
","15090
","0350
"
